name,date,stars,comment
JEJessicaUS•2 reviews,7 days ago,0,"They always say they’re offering 1 day…They always say they’re offering 1 day delivery. You spend several hundred and never gives you the option for 1 day delivery. Scam!Date of experience: August 05, 2025"
FSfari sotoUS•1 review,7 days ago,0,"Easy to shopDate of experience: August 05, 2025"
TATrimella AlexanderUS•1 review,7 days ago,0,"Fast and easy love itDate of experience: August 05, 2025"
MDMarisol DiegoUS•1 review,7 days ago,0,"Best experienceI love the clothes material, and always on time.Date of experience: August 05, 2025"
KCkeysharee cooperUS•1 review,7 days ago,0,"I love it here!I love it here! Date of experience: August 05, 2025"
FLFranklin lucianoDO•1 review,7 days ago,0,"Good page 10/10Date of experience: August 05, 2025"
TATaykeelahUS•1 review,7 days ago,0,"Always love Fashion Nova clothes !Date of experience: August 05, 2025"
JWJoseph’s wifeUS•1 review,7 days ago,0,"I’ve shopped from fashion nova before…I’ve shopped from fashion nova before and I’ve never had a problem. My last order (just recently)DHL reported that they delivered a package, but I was home the entire day with my front door open waiting for my packages. I never received my package and I told fashion nova of this… They told me to contact my local authorities, like the police will do anything about a stolen package!! They also told me to contact my local carrier, but DHL is NOT my local carrier. It’s who THEY chose to deliver their packages. I have received all my packages in the past, but they failed to even resolve the situation and did not even offer a refund or to replace the items that I never received. Honestly, I didn’t even want a refund. I only wanted them to replace what I never received.I’m very disappointed with fashion nova so much so that I won’t shop with them again hopefully nobody else has this experience with them.Date of experience: August 05, 2025"
KEKenzCA•1 review,7 days ago,0,"Payment was quick and easyDate of experience: August 05, 2025"
MLMarie loveUS•3 reviews,7 days ago,0,"I answered that next timeDate of experience: August 05, 2025"
FNFashion NovaUS•1 review,7 days ago,0,"Fashion Nova Clothes are FabulousFashion Nova Clothes are Fabulous Date of experience: August 05, 2025"
FNFashion NovaUS•1 review,7 days ago,0,"Iv never had any problems with fashion…Iv never had any problems with fashion nova iv been use it way before cardi B came out with it. Date of experience: August 05, 2025"
CAChika AbbaUS•2 reviews,7 days ago,0,"FN experience Everytime I shop on FN, I have so many options to choose from. I love the fact that every outfit has similar options in color ans style to make a very informed decision.  I also like the fact that returning isn't a hassle if the item did not work Date of experience: August 05, 2025"
IOIbukun OlomiyesanFI•1 review,7 days ago,0,"Ordering from Finland is really…Ordering from Finland is really discouraging,I should be able to pay directly without using PayPal Date of experience: August 05, 2025"
STSelena torresUS•1 review,7 days ago,0,"Have had great experiencesHave had great experiences Date of experience: August 05, 2025"
DJDiana JohnsonUS•2 reviews,7 days ago,0,"Most of my orders i am in love with…Most of my orders i am in love with ,nice fabric perfect fit I would recommend  ppl to this siteDate of experience: August 05, 2025"
JBJessica BowmanUS•1 review,7 days ago,0,"Perfect I love fashion nova can’t never…Perfect I love fashion nova can’t never go wrong with themDate of experience: August 05, 2025"
FUFungaiAU•3 reviews,7 days ago,0,"they have quality clothes and affordablethey don't take long time to deliverThey don't take a long time to deliver, and they have good qualityDate of experience: August 05, 2025"
ANAng 🌻US•1 review,7 days ago,0,"Better fashion! Went back and forth on a few hats and shoes between here and Amazon - ultimately even though I had to pay shipping, I liked the styles more Date of experience: August 05, 2025"
MGMa. Gabriela DiazUS•1 review,7 days ago,0,"The return method that you used it is…The return method that you used it is just so complicated, to send the return money to the FN account or when an item came damaged, it is really hard to communicate with you and take so long. I think you can improve that. Sometimes I want to buy something but I am not sure if its going to fit me well and I have to think twice to shop because if I dislike the quality or how it looks the return if on my fashionnova account. But what if I don’t want anything else just my money back? This just make me buy in other platforms with better system. Date of experience: August 05, 2025"
MPManulisa PinelLC•1 review,7 days ago,0,"Stop duplicating items in my cartStop duplicating items in my cart Date of experience: August 05, 2025"
SSSara SilvaUS•2 reviews,7 days ago,0,"I love shopping hereI love shopping here. Shipping is fast and the items are good quality.Date of experience: August 05, 2025"
JHJayde HugginsUS•1 review,7 days ago,0,"good quality fast delivery, good quality and great dealsDate of experience: August 05, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"The clothes are quality and it’s very…The clothes are quality and it’s very affordable’Date of experience: August 05, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"Variety of styles and fashion Variety of styles and fashion,  you can express yourself through fashion nova, you look like a star and feel like a star Date of experience: August 05, 2025"
TITimiaUS•2 reviews,"Aug 5, 2025",0,"There was a glitch that kept adding…There was a glitch that kept adding quantity to my order , irritated me to the point to where I deleted the item from my cartDate of experience: August 05, 2025"
YRYaniuska RodriguezUS•4 reviews,"Aug 5, 2025",0,"♥️❤️❤️❤️❤️❤️❤️❤️❤️♥️♥️♥️♥️👌👌👌👌Date of experience: August 05, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"They have good clothesDate of experience: August 05, 2025"
DDDanielson DordHT•1 review,"Aug 5, 2025",0,"I like the experienceI like the experience, but I buy a lot and they never give me the discount card. Date of experience: August 05, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"Great experienceGreat experience Date of experience: August 05, 2025"
SVSanaha VilsaintUS•1 review,"Aug 5, 2025",0,"Love this appDate of experience: August 05, 2025"
MBMrs BUS•2 reviews,"Aug 5, 2025",0,"The comfortable fitI love how every outfit beautifully fits and looks Date of experience: August 05, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"I returned your clothesI returned your clothes, you haven't returned my money Date of experience: August 05, 2025"
KWKhayla WILLISUS•1 review,"Aug 5, 2025",0,"Best AppThe app is really good Date of experience: August 04, 2025"
CSChristie Samantha RemyUS•1 review,"Aug 5, 2025",0,"The best for shopping.❤️Date of experience: August 05, 2025"
MLmary lopezUS•1 review,"Aug 5, 2025",0,"I don’t like that they don’t refund…I don’t like that they don’t refund your card it’s store credit only Date of experience: August 04, 2025"
MRMarcus RamirezUS•1 review,"Aug 5, 2025",0,"Great shopping experienceGreat shopping experience Date of experience: August 01, 2025"
ADAngela DiazUS•1 review,"Aug 5, 2025",0,"Great website I have build my wardrobe with a lot of different clothes from this website and have continued to recommend Fashion Nova to my family and friends; if something I didn’t like or something was wrong with an item I usually send it back with no problems :-)Date of experience: July 01, 2025"
AWAmber WaldripUS•1 review,"Aug 5, 2025",0,"i ordered a jumpsuit and 4 days before…i ordered a jumpsuit and 4 days before it was supposed to arrive it was out of stock Date of experience: August 04, 2025"
CHChynaUS•2 reviews,"Aug 5, 2025",0,"Received the wrong order and was given…Received the wrong order and was given a store credit instead of a refund to my card.Then I wasn’t given the amount back I paid…Date of experience: August 04, 2025"
ZOzorallaaaUS•1 review,"Aug 5, 2025",0,"Fashion treats me very well every time…Fashion treats me very well every time lol from shopping to shipping! Date of experience: August 04, 2025"
VWVanessa WilliamsUS•1 review,"Aug 5, 2025",0,"The app is not user friendlyThe app is not user friendly.  I can’t find my credit issued to me from a previous order.  Your overall reviews on BBB are bad.  There is so much room for improvement with Fashion Nova because your product is fairly nice.  Get with the program!!Date of experience: July 20, 2025"
ECEvie CoronadoUS•1 review,"Aug 5, 2025",0,"I was pressing on the website to buy…I was pressing on the website to buy another dress but it kept adding 2 of the same ones maybe a glitch? Also changed the price towards my check out so I was a little confused Date of experience: August 04, 2025"
SESexCinGA US•4 reviews,"Aug 5, 2025",0,"Great sale prices!Easy to browse. Great sale prices, and variety of clothes for every occasion. Date of experience: August 01, 2025"
JUJustyceUS•1 review,"Aug 5, 2025",0,"Disability friendly? It was hard finding something to wear while I’m in my wheelchair. I was scared to try anything to risky or tight. This is my first order ever! Can’t wait to wear one of the outfits for my birthday this month. Wish me luck! Date of experience: August 04, 2025"
JEJenniferUS•1 review,"Aug 5, 2025",0,"Love the different stylesI love the different selection of clothes and shoes I get to choose from. Fast shipping and usually is tru to size. Date of experience: August 04, 2025"
ESElfrida SesayUS•1 review,"Aug 5, 2025",0,"The best shopping site ,,,The best shopping site ,,, Date of experience: August 04, 2025"
MEMeganUS•3 reviews,"Aug 5, 2025",0,"Love shopping here 💕Date of experience: August 04, 2025"
mme MmeUS•1 review,"Aug 5, 2025",0,"Absolutely Disgusting CompanyAbsolutely Disgusting Company – DO NOT ORDER!I wish I could give zero stars. Fashion Nova is hands down the WORST shopping experience I’ve ever had. Customer service is completely useless – they ignore you, give copy-paste responses, and take WEEKS to “resolve” anything (spoiler: they never do). I received clothing with foreign objects in it – literally unsanitary and disgusting – and they refused to take proper responsibility.On top of that, they hide or delete negative reviews to make it look like people actually love their stuff. It’s fake, manipulative, and dishonest. The quality is terrible, sizing is all over the place, and they trap you with store credit so you can’t get your money back. This company should be ashamed. Save your time, your money, and your sanity – shop ANYWHERE else.Date of experience: July 31, 2025"
SHShanita US•1 review,"Aug 5, 2025",0,"I loved the sale prices and how…I loved the sale prices and how reasonable one day shipping is, I also love the extra discountDate of experience: August 04, 2025"
THTatiana HoldenUS•1 review,"Aug 5, 2025",0,"Everything is great quality!Everything is great quality with reasonable pricing and fast shipping!Date of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"Awesome experienceAwesome experience Date of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"i love it and everythingi love it and everything Date of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"i love you guysDate of experience: August 04, 2025"
DEDemyDE•1 review,"Aug 5, 2025",0,"its always great buying from…its always great buying from fashionnova, great quality always the best for tall friendly girls like myself. Date of experience: August 04, 2025"
KAKarenUS•1 review,"Aug 5, 2025",0,"Shipping is very fastEverytime I order my package gets here in time I have yet to have any issues Date of experience: August 04, 2025"
CMChaunkia MitchellUS•1 review,"Aug 5, 2025",0,"I love Fashion Nova I shopped for…I love Fashion Nova I shopped for myself and my son on here really the only place we get our clothes have such great prices and we are both tall so they have length pants for our needs. Date of experience: August 04, 2025"
AKAlisha KerrUS•1 review,"Aug 5, 2025",0,"Fast and efficient to order I hope it…Fast and efficient to order I hope it arrives in the day expected my last order too 3 weeks to come Date of experience: August 04, 2025"
DFDeborah FondersonUS•1 review,"Aug 5, 2025",0,"Great appGreat app. I love the discounts in the many different itemsDate of experience: August 04, 2025"
ASAbigaelle SaintelusUS•1 review,"Aug 5, 2025",0,"Love this shopping brand!!!Date of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 5, 2025",0,"OMG LOVE THIS APP SO MUCH IF YOUR A…OMG LOVE THIS APP SO MUCH IF YOUR A TALL GIRL !!! THEY WILL NOT DISAPPOINT YOU!!! THIS IS THE ONLY AND I MEAN ONLY APP I LOVE ESPECIALLY WITH JEANS AND TEES LOVE YOU FASHION NOV A THANK YOUUUUUUDate of experience: August 04, 2025"
VIVidaUS•8 reviews,"Aug 5, 2025",0,"It was easy to process  the order.School  ShoppingIt was easy to process  the order.Date of experience: August 04, 2025"
ASAnouar SarhebouBH•1 review,"Aug 5, 2025",0,"Choices are always good for me Very easy to get the product i want Date of experience: August 04, 2025"
BCBCUS•1 review,"Aug 5, 2025",0,"Awesome ExperienceAlways an awesome experience when shopping Fashion Nova! Date of experience: August 04, 2025"
CMCIERRA MUS•2 reviews,"Aug 5, 2025",0,"great i love itDate of experience: August 04, 2025"
JEJoslyn EdwardsUS•1 review,"Aug 4, 2025",0,"Always have a great experienceAlways have a great experience Date of experience: August 04, 2025"
NINikUS•2 reviews,"Aug 4, 2025",0,"Plus size review Make shipping easier for plus size women I LOVE THATDate of experience: August 04, 2025"
MDMichielle DuqueMX•1 review,"Aug 4, 2025",0,"Good is this pagineDate of experience: August 04, 2025"
JPJesse PolkUS•1 review,"Aug 4, 2025",0,"When you need something fast this is…When you need something fast this is the goto FASHIONOVA BABY 👍🏾👍🏾Date of experience: August 04, 2025"
MDMariyah DuncanUS•1 review,"Aug 4, 2025",0,"Them knowing my clothes optionsThem knowing my clothes options Date of experience: August 04, 2025"
AFAiyanna FlorssUS•1 review,"Aug 4, 2025",0,"At the end of my purchaseAt the end of my purchase, it ask you to add any items. As I was pressing cancel, I accidentally pressed ‘Add’. There was no confirmation about the purchase nor adjustments to the size. I am trying to reach the Help Center; however, having difficulty finding a number, email, or contact. I want to cancel this item before it ships.Date of experience: August 04, 2025"
GJGreg JohnsonUS•1 review,"Aug 4, 2025",0,"all my clothes fit wellDate of experience: August 04, 2025"
TETeeUS•2 reviews,"Aug 4, 2025",0,"Love Fashionnova.com Love Fashionnova.com Most of my outfits come from here.Date of experience: August 04, 2025"
KTkiersten taylorUS•1 review,"Aug 4, 2025",0,"Great thingsFound alot of things I likedDate of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"I love shopping on fashion Nova they…I love shopping on fashion Nova they have great quality clothes shipping is on time will order again Date of experience: August 04, 2025"
JCJaia CarneyUS•2 reviews,"Aug 4, 2025",0,"I love ❤️ NOVADate of experience: August 04, 2025"
JMJermain MillerUS•1 review,"Aug 4, 2025",0,"Great Great for shopping Date of experience: August 04, 2025"
MFMarquita FigursUS•1 review,"Aug 4, 2025",0,"I love them Fashion Nova… great value…I love them Fashion Nova… great value of clothes Date of experience: August 04, 2025"
DHDawn HansberryUS•1 review,"Aug 4, 2025",0,"I have to get my order through as a…I have to get my order through as a guest when ordering through Klarna or Afterpay. Why do I have to do that? Not convenient at all. Date of experience: August 04, 2025"
TETelishaUS•1 review,"Aug 4, 2025",0,"In Love with Fashion NovaVery good quality with the clothes, great prices and up to date designs!! Date of experience: August 04, 2025"
LJLakiah JonesUS•1 review,"Aug 4, 2025",0,"Every time as great.Experience was good. Itll be better if I get my order on time.Date of experience: August 04, 2025"
KLKimberly LuckettUS•1 review,"Aug 4, 2025",0,"Love Fashion NovaThe clothes are high-quality for the price. I have not been disappointed yet.Date of experience: August 04, 2025"
FNFashion Nova have nice thingsUS•1 review,"Aug 4, 2025",0,"a woman’sGreat experienceDate of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"Amazing Amazing Experience!Date of experience: August 04, 2025"
EGEdily GilDO•1 review,"Aug 4, 2025",0,"ExcellentVery happy for my dresesDate of experience: August 04, 2025"
NONeil OheneGH•1 review,"Aug 4, 2025",0,"I keep providing accurate billing info…I keep providing accurate billing info for payments and still get cancelled even when debits are successful. The payment institution insist details are valid and I still get cancelled.Date of experience: August 04, 2025"
K.K.SUS•1 review,"Aug 4, 2025",0,"My packages came in a timely manorDate of experience: August 04, 2025"
JLJohnmekia LanksterUS•2 reviews,"Aug 4, 2025",0,"Your app chose the wrong shipping…Your app chose the wrong shipping addressDate of experience: August 04, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"I love all the dressesI love all the dresses Date of experience: August 04, 2025"
SHShakwan HamiltonUS•3 reviews,"Aug 4, 2025",0,"Great prices and fast shipping.Date of experience: August 04, 2025"
JWJay W.US•1 review,"Aug 4, 2025",0,"I never have a problem using the app or…I never have a problem using the app or finding anything that I may need. The shipping is fast and reliable. Date of experience: August 04, 2025"
YIYinksCA•2 reviews,"Aug 4, 2025",0,"It was greatIt was great. I like the fact that you will get the exact things you seeDate of experience: August 04, 2025"
SETayGB•1 review,"Aug 4, 2025",0,"Nightmare returns I recently placed an order for multiple items from this retailer, as they appeared to offer exactly what I needed for the theme of my hen do. This was my first time ordering from them, and unfortunately, it will also be my last.I have given a rating of two stars, as I did receive a few items that were suitable for my needs. However, the returns process for the remaining items has been extremely frustrating. As a UK-based customer, I was dismayed to discover that returning items would cost at least £30, as the retailer requires customers to arrange and pay for their own return shipping.Additionally, it is stated albeit in very fine and indirect print that refunds are not issued; instead, only store credit is offered. As a result, I will not be receiving any of my £156 back. This policy is particularly disappointing given the quality and sizing issues I encountered.One dress labeled as a medium would only fit a UK size 6, and another item arrived faulty, with a broken zip that made it impossible to even try on.I would strongly advise UK customers to avoid this retailer unless you are absolutely certain of what you want, are confident in the sizing, and have no intention of returning anything.Date of experience: July 27, 2025"
KIKim_thekillbeeUS•1 review,"Aug 4, 2025",0,"Fashionnova is EVERYTHINGFashionnova is EVERYTHING Date of experience: August 04, 2025"
BFBri FieldsUS•1 review,"Aug 4, 2025",0,"Very great experienceVery great experience! Im now hoping my delivery is just as greatDate of experience: August 04, 2025"
FNFashion NovaAU•1 review,"Aug 4, 2025",0,"It’s easy to navigate.It’s easy to navigate. Date of experience: August 04, 2025"
STShannon TateUS•1 review,"Aug 4, 2025",0,"Fairly good shipping but always a…Fairly good shipping but always a seamless shopping experience Date of experience: August 04, 2025"
JOJosieGH•1 review,"Aug 4, 2025",0,"Love shopping from here!Date of experience: August 04, 2025"
Jamillah McNairUS•2 reviews,"Aug 4, 2025",0,"Easy app to shopDate of experience: August 04, 2025"
KDKayla DennisonUS•1 review,"Aug 4, 2025",0,"easy shopping Very easy shopping , prices are reasonable Date of experience: August 04, 2025"
RCRoberta CarterUS•5 reviews,"Aug 4, 2025",0,"Love shopping with fashion nova…Love shopping with fashion nova beautiful clothesDate of experience: August 04, 2025"
SUsuzyqUS•1 review,"Aug 4, 2025",0,"Easy checkout!Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"Very easy great quality great sense of…Very easy great quality great sense of fashion Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"Fast and easy to seeIt was quite easy Date of experience: August 04, 2025"
IMIsabel MendivilMX•1 review,"Aug 4, 2025",0,"love it  so iconic the clotheslove it  so iconic the clothes Date of experience: August 03, 2025"
TOToniaUS•2 reviews,"Aug 4, 2025",0,"Love the Look, Not the ProcessThe dress itself is great, but I had to order it last minute because my original order was cancelled without notice. I had to pay for expedited shipping just to have something in time for my event. Love the product—frustrated by the experience.Date of experience: August 03, 2025"
FSFaby SanchezUS•1 review,"Aug 4, 2025",0,"I love fashion novaDate of experience: August 01, 2025"
SSStephanie SharesUS•1 review,"Aug 4, 2025",0,"Express shipping Date of experience: August 03, 2025"
MEMARIA ELENA JERONIMOUS•1 review,"Aug 4, 2025",0,"Very sexy nice clothes good serviceVery sexy nice clothes good service Date of experience: July 16, 2025"
KSKelli StrandUS•2 reviews,"Aug 4, 2025",0,"It was cool but by time I was ready to…It was cool but by time I was ready to order the by 1 get 1 sale was gone and items in my cart were a different price Date of experience: August 03, 2025"
SSShenae ShortridgeJM•1 review,"Aug 4, 2025",0,"Fashion nova products are always true…Fashion nova products are always true to size and exceptional quality! Date of experience: August 02, 2025"
L.L.LUS•2 reviews,"Aug 4, 2025",0,"I love fashion nova and their dealsI love fashion nova and their deals. The clothing and accessories are affordable and fashionable!Date of experience: July 01, 2025"
KLkianna lmeUS•1 review,"Aug 4, 2025",0,"this app is amazingthis app is amazing i love all of the clothes and offersDate of experience: August 02, 2025"
STshanique thomasUS•1 review,"Aug 4, 2025",0,"My packages have been coming as…My packages have been coming as scheduled. I thank you kindly for the all the help! Date of experience: July 24, 2025"
DADoris AddisonUS•1 review,"Aug 4, 2025",0,"Excellent ResultsQuick processing on orders and returns. Your fashions have allowed me to update my wardrobe at affordable prices, Retired flight Attendant!Date of experience: June 01, 2025"
ADAngie DonesriveraUS•1 review,"Aug 4, 2025",0,"I’ve been a customer with fashion nova…I’ve been a customer with fashion nova for years. I’ve always gotten great customer service and I continue to get compliments on my clothes. My girlfriends always know where I get my clothes from since I always say fashion novaDate of experience: August 03, 2025"
VCVLANHESCA CHARLESUS•2 reviews,"Aug 4, 2025",0,"Very easy to shopVery easy to shop. Love the clothing. Very authentic. Prices  are amazing. Date of experience: August 03, 2025"
JPJayla PhillipsUS•1 review,"Aug 4, 2025",0,"Great experience just took a while to…Great experience just took a while to process Date of experience: August 03, 2025"
ABAnjel BaileyUS•1 review,"Aug 4, 2025",0,"Everything was very smooth .Date of experience: August 03, 2025"
LTLTUS•1 review,"Aug 4, 2025",0,"Fashion for Every Occasion I love FN and the ease of shopping online with the app! Date of experience: August 03, 2025"
ARAminah RumbleUS•1 review,"Aug 4, 2025",0,"I love shopping with fashion nova the…I love shopping with fashion nova the material of their clothes are strong and beautiful and I love it. 10/10Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"BEST dealyou all are the best.Date of experience: August 03, 2025"
PEPeppaUS•1 review,"Aug 4, 2025",0,"Quick response Quickly responded to emails in a timely manner. Very helpful and provided clear communications Date of experience: August 03, 2025"
ANAdryanna NedeauUS•1 review,"Aug 4, 2025",0,"the only bad thing is that the sizing…the only bad thing is that the sizing can be a bit offDate of experience: August 03, 2025"
SPSharika PottsUS•2 reviews,"Aug 4, 2025",0,"Excellent…I love the clothes everything I got I loved it except two pieces but it's okayDate of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"Coupons I like coupons Date of experience: August 03, 2025"
TPTan PopeUS•1 review,"Aug 4, 2025",0,"I never got my refund for my July 10…I never got my refund for my July 10 orderDate of experience: August 03, 2025"
MKMark K. AltschulerUS•1 review,"Aug 4, 2025",0,"Fashion Nova has great clothes that…Fashion Nova has great clothes that cater to Black women.    Date of experience: August 03, 2025"
AKAdama KoromaUS•1 review,"Aug 4, 2025",0,"Great and wonderful!Date of experience: August 03, 2025"
RSRonyé StylesUS•1 review,"Aug 4, 2025",0,"Ronyé I’m going to be inRonyé I’m going to be in Date of experience: August 03, 2025"
SCSylvia CarrUS•3 reviews,"Aug 4, 2025",0,"The delivery was good and the clothes…fit very on pointThe delivery was good and the clothes fit just right. I just ordered a bunch of stuff again thanks to Kllarma flex plan that really works for me. I love they have fashionable clothes. For big girls Thank you fashion novaDate of experience: August 03, 2025"
SKSarah KeitaUS•1 review,"Aug 4, 2025",0,"They send me a gift card next time just…They send me a gift card next time just send my money back Date of experience: August 03, 2025"
CGCatera GammageUS•1 review,"Aug 4, 2025",0,"Literally my favorite place to shop…Literally my favorite place to shop online Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 4, 2025",0,"LoveVery easy to find items I neededDate of experience: August 03, 2025"
CMCharita MaioranaUS•2 reviews,"Aug 4, 2025",0,"Good experienceGood experience Date of experience: August 03, 2025"
FSFashion SolangeUS•1 review,"Aug 4, 2025",0,"I love fashion Nova my daughters bday…I love fashion Nova my daughters bday is coming up soon Aug 6 she would love these clothes do you have gift cards 0r something . Thank you I ordered for the first time 2 pair of jeans hope they fit .❤️Date of experience: August 03, 2025"
AFAndrea ForresterUS•2 reviews,"Aug 3, 2025",0,"Good love itGood love it Date of experience: August 03, 2025"
TATabathaUS•1 review,"Aug 3, 2025",0,"Easy navigation and always great deals!Date of experience: August 03, 2025"
LGLeyla GarciaUS•1 review,"Aug 3, 2025",0,"Love it every thing is just loveDate of experience: August 03, 2025"
ANAngelaUS•2 reviews,"Aug 3, 2025",0,"My experience with Fashion Nova has…My experience with Fashion Nova has been great!!! I am a tall petite woman that can always come to Fashion Nova for my size!! Absolutely love shopping with you!!!Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"Great that’s not the first timeDate of experience: August 03, 2025"
SJShaniece  Jordan JordanUS•1 review,"Aug 3, 2025",0,"Fashion nova lost by previous order…Fashion nova lost by previous order that was supposed to be delivered on July 25 so hopefully this doesn’t happen againDate of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"Cheap clothing and great dealsDate of experience: August 03, 2025"
SBShantey BellUS•1 review,"Aug 3, 2025",0,"The return was easy and when I did my…The return was easy and when I did my exchange I used the gift card that I added to my apple wallet. Very easy and simple!! Date of experience: August 03, 2025"
Kimberly WaterburyUS•6 reviews,"Aug 3, 2025",0,"Love this store more then I love…Love this store more then I love chocolate!Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"First time shopping here .Great first…First time shopping here .Great first time experience.Praying the dress is exactly like the picDate of experience: August 03, 2025"
JCJah’vonah Cherry CherryUS•1 review,"Aug 3, 2025",0,"I love shopping 🛍️I love shopping 🛍️ Date of experience: August 03, 2025"
CScjay scottJM•1 review,"Aug 3, 2025",0,"Good customers service I love shopping here it’s reasonable Date of experience: August 03, 2025"
AWAmelia WalkinsUS•1 review,"Aug 3, 2025",0,"Amazing clothes and the reviews help!Date of experience: August 03, 2025"
JMJerome McCarthyBB•1 review,"Aug 3, 2025",0,"Good quality Date of experience: August 03, 2025"
FNFashion NovaPA•1 review,"Aug 3, 2025",0,"ExcellentExcellent, I love fashion nova.Date of experience: August 03, 2025"
CCCherecia ChambersJM•1 review,"Aug 3, 2025",0,"Good qualityGood quality Date of experience: August 03, 2025"
SLStephany LopezUS•1 review,"Aug 3, 2025",0,"i like that i could pay with apple pay…i like that i could pay with apple pay i dislike how expensive it was in the end the shipping was more expensive than the dressDate of experience: August 03, 2025"
JTJumeia ThurmanUS•2 reviews,"Aug 3, 2025",0,"Never have a issue with shipping love…Never have a issue with shipping love my clothes reliable when I need an outfit last minDate of experience: August 03, 2025"
SPSuLeika PalmerUS•1 review,"Aug 3, 2025",0,"Everything I order from Fashion Nova…Everything I order from Fashion Nova turn into masterpiece. True work of art. This is a one stop shop. Before I had my surgery and I was a 2x I always found nice clothes.  Now that I'm a size 10-11 jeans and a medium-large shirt i still find just as nice clothes. Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"Very good qualityVery good quality Date of experience: August 03, 2025"
KPkahlani packUS•1 review,"Aug 3, 2025",0,"I love fashion nova & shipping has…I love fashion nova & shipping has gotten much faster since fashion nova first took offDate of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"Great!Great!Quick easy and secure shopping for unique itemsDate of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"I love the fashion the different styles…I love the fashion the different styles plus you can look good with affordable prices love itttttDate of experience: August 03, 2025"
Yalena PerdomoUS•2 reviews,"Aug 3, 2025",0,"LuvItLoooveee ittttDate of experience: August 03, 2025"
BHBlair HerrodUS•1 review,"Aug 3, 2025",0,"Did a returnDid a return. Had to pay to send it back. Then had to pay for shipping using gift card. Date of experience: August 03, 2025"
KBKimberly BaughUS•1 review,"Aug 3, 2025",0,"Love this site,Date of experience: August 03, 2025"
CRChiara RUS•1 review,"Aug 3, 2025",0,"I love it I love it ! I always find my perfect outfits Date of experience: August 03, 2025"
EEElnimrod ExantusUS•1 review,"Aug 3, 2025",0,"1 of 1 experience1 of 1 experience Date of experience: August 03, 2025"
DJDanyelle JohnsonUS•1 review,"Aug 3, 2025",0,"sometimes items b not in order or not…sometimes items b not in order or not available when already placed the order so I'm not really satisfied with some of my purchase with fashion nova but desperate timeDate of experience: August 03, 2025"
IVIvonneUS•1 review,"Aug 3, 2025",0,"So many options to choose from, It’s easy to buy and see reviews on clothing , love that they constantly have new designs, Happy for the sales, should have free shipping on who buys constantly, It does crash a lot , that’s my only concern Date of experience: August 03, 2025"
DCdiana cortinasUS•1 review,"Aug 3, 2025",0,"The app had taken me off the 50% offer…The app had taken me off the 50% offer website.Date of experience: August 03, 2025"
FNFashion NovaUS•1 review,"Aug 3, 2025",0,"Good very easy!Date of experience: August 03, 2025"
AMautumn mooreUS•1 review,"Aug 3, 2025",0,"Awesome!Awesome!! I love fashion nova!Date of experience: August 03, 2025"
ACAnay CastanonUS•1 review,"Aug 3, 2025",0,"Great prices Date of experience: August 03, 2025"
SHShekaiya HusseinUS•2 reviews,"Aug 3, 2025",0,"a lot of lagginga lot of lagging, added another pair of pants in my cart without my say so..Date of experience: August 03, 2025"
CDCiara DortchUS•1 review,"Aug 3, 2025",0,"Amazing 10/10Date of experience: August 03, 2025"
CDChelsea DixonUS•1 review,"Aug 3, 2025",0,"Needs more discounts Amazing products, needs more discounts Date of experience: August 03, 2025"
AHamaya HidalgoUS•1 review,"Aug 3, 2025",0,"Good it’s was fast and easyGood it’s was fast and easy Date of experience: August 01, 2025"
ABAirynee BrownUS•3 reviews,"Aug 3, 2025",0,"Items never arrive on timeItems never arrive on time Date of experience: August 02, 2025"
