name,date,stars,comment
JAJacquelineUS•10 reviews,4 days ago,0,"Love fashion novaLove fashion nova! Customer service could. E better though it's pretty tough to want to reach a cs and refunds instead of credit would be great👍 Date of experience: August 08, 2025"
THTheresaUS•2 reviews,4 days ago,0,"They are a site that I can understand when ordering I love the way their clothes fitDate of experience: August 08, 2025"
SKSuniva kwidamaCW•1 review,4 days ago,0,"Good quality andon time deliveryDate of experience: August 08, 2025"
ECEdith CamachoUS•1 review,4 days ago,0,"Always great prices and love the…Always great prices and love the clothingDate of experience: August 08, 2025"
MNmonica navarroMX•1 review,4 days ago,0,"These de products are the best Thank u for that incredible chlothes Date of experience: August 08, 2025"
BVBrandol Villar DiazUS•1 review,4 days ago,0,"Great, Easy to work design.It was so simple and easy to navigate.Date of experience: August 08, 2025"
LALeslye AHN•1 review,4 days ago,0,"my size ran out..Date of experience: August 08, 2025"
TBTavia B.US•2 reviews,4 days ago,0,"Easy to shop good pics jst wish that…Easy to shop good pics jst wish that they would notify me when I click the notify button on certain items. Or remove the pics if the item will not be restocked Date of experience: August 08, 2025"
JPJayline padillaUS•1 review,4 days ago,0,"How everything works Great website love love love loveeeee it Date of experience: August 08, 2025"
KPKaliyah ParnellUS•1 review,4 days ago,0,"The way it was very easy to checkoutThe way it was very easy to checkout, find the colors i wanted to match and put them together too!Date of experience: August 08, 2025"
ETEverett ToyerUS•1 review,4 days ago,0,"I love it amazing clothesI love it amazing clothes Date of experience: August 08, 2025"
MJMiguel JorgeUS•2 reviews,4 days ago,0,"Graet productGraet product Date of experience: August 08, 2025"
FHFarhiyo HassanKE•1 review,4 days ago,0,"Fashion Nova keeps canceling my ordersFashion Nova keeps canceling my orders, even though my payment details are correct. I believe the issue is with the GET30 discount code — it appears that it doesn’t actually exist or work, which could be considered false advertising. If I paid the full amount, my order likely wouldn’t be canceled. It seems they’re canceling orders only when the discount is applied. This feels like a scam.Date of experience: August 08, 2025"
LMLatanya MclaineUS•1 review,4 days ago,0,"EASY CHECKOUT AND GOOD DISCOUNTSDate of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"easy findings!Date of experience: August 08, 2025"
LWLaRoia WrayUS•1 review,4 days ago,0,"Shop from my sons they love the clothingDate of experience: August 08, 2025"
NNNontathu NkomoUS•2 reviews,4 days ago,0,"Customer service great and best…Customer service great and best clothing brand Date of experience: August 08, 2025"
DHDavon HouseUS•1 review,4 days ago,0,"They said free shipping after a certain…They said free shipping after a certain amount and that wasn’t true! Date of experience: August 08, 2025"
AFAnne FleuryUS•3 reviews,4 days ago,0,"Beautiful Great experience Date of experience: August 08, 2025"
BRBreonia RussUS•1 review,4 days ago,0,"Order 3 times can’t wait for my clothesDate of experience: August 08, 2025"
LDleslie delUS•1 review,4 days ago,0,"EasyEasy, but expensive Date of experience: August 08, 2025"
KLKierra LewisUS•1 review,4 days ago,0,"I just love how committed and effective…I just love how committed and effective Fashion Nova is. The deals, the quick delivery! What more can I say!! Date of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"GreatGreat. I love you.Date of experience: August 08, 2025"
MSMaddey SweeneyUS•1 review,4 days ago,0,"GoodIt was smoothDate of experience: August 08, 2025"
Ebony PorterUS•3 reviews,4 days ago,0,"I’ve been shopping fashion for yearsI’ve been shopping fashion for years. Very comfortable and happy.Date of experience: August 08, 2025"
SSShenita SmithUS•3 reviews,4 days ago,0,"They have improved greatly over the…They have improved greatly over the years. Thanks for overnight shipping Date of experience: August 08, 2025"
Bridget HamiltonUS•5 reviews,4 days ago,0,"I love Fashion NovaI love Fashion Nova! 20 year customer!!Date of experience: August 08, 2025"
OLoluchiNL•2 reviews,4 days ago,0,"Recieved a torn zip dressDate of experience: August 08, 2025"
YJYvonne JaimisonUS•7 reviews,4 days ago,0,"I always love shopping with Fashion…I always love shopping with Fashion Nova.Date of experience: August 08, 2025"
RARashida AdepojuCA•2 reviews,4 days ago,0,"Great productsGreat products Date of experience: August 08, 2025"
GHGaberial HubertUS•1 review,4 days ago,0,"Quality affordable clothingSo many varieties in clothing. For women of all sizes. Shipping is fair during certain times of the year. Only thin I dont like is you only get store credit for returns or exchanges. Date of experience: August 08, 2025"
DIDivaJUS•12 reviews,4 days ago,0,"Love Fashion NovaLove Fashion Nova, only clothes I wear, more hits than misses. Their clothes are very stylish. Like any brand of clothing everything is not going to be on point all the time, but with my experience with Fashion Nova I'm very satisfied with the clothes that I have ordered.  The shipping is fast I've always gotten my purchases within 3- 7 days. The only downside is the return policy. No money refunds only e-gift cards.Date of experience: August 08, 2025"
Wendy AliyasUS•2 reviews,4 days ago,0,"Fast affordable fashionFast affordable fashion Date of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Love fashion novaLove fashion nova Date of experience: August 08, 2025"
SJshedrick jonesshedrickgmail.coUS•1 review,4 days ago,0,"Was very good.Date of experience: August 08, 2025"
NONOVAUS•1 review,4 days ago,0,"Fashion nova is a great website for…Fashion nova is a great website for shopping online and ships my items quick I love it !!!Date of experience: August 08, 2025"
MOMONIQUEUS•2 reviews,4 days ago,0,"I love fashion nova I love fashion nova ! Try to buy something every week!! The only thing is I wish I get notifications faster cause I miss out on good items . Date of experience: August 08, 2025"
REReganUS•3 reviews,4 days ago,0,"No help center had to make the same…No help center had to make the same order twiceDate of experience: August 08, 2025"
TMTinisha MccallumUS•1 review,4 days ago,0,"I love fashion nova pants amazingI love fashion nova pants amazing Date of experience: August 08, 2025"
ILIvonne LortaUS•1 review,4 days ago,0,"They have what I need affordable prices…They have what I need affordable prices and easy to buy Date of experience: August 08, 2025"
BRBREEUS•1 review,4 days ago,0,"Great customer service great quality…Great customer service great quality items great shipping and sale I love it Date of experience: August 08, 2025"
LGLaTrell Guess-MooreUS•2 reviews,4 days ago,0,"Love shopping at Fashoin Nova.Fashion Nova always has the most amazing jeans.Date of experience: August 08, 2025"
ANAndreaCA•2 reviews,4 days ago,0,"Super trendy and affordable 👌 Super trendy and hot styles to choose from with affordable prices.Date of experience: August 08, 2025"
DSDarrenae SmithUS•1 review,4 days ago,0,"my shipping date was changed and i…my shipping date was changed and i can’t cancel Date of experience: August 08, 2025"
JLJada leeksUS•1 review,4 days ago,0,"Been pretty decent to me since I got…Been pretty decent to me since I got the app 10/10Date of experience: August 08, 2025"
BDbetty dieujusteUS•1 review,4 days ago,0,"They do not noDate of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"LoveeeeeeeeDate of experience: August 08, 2025"
ALAlexis LeFloreUS•1 review,4 days ago,0,"Easy to look for thingsDate of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Fast and easyFast and easy Date of experience: August 08, 2025"
CBCharlena BoldenUS•2 reviews,4 days ago,0,"I always enjoy shopping on fashion…I always enjoy shopping on fashion nova. They have great clothes.Date of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Gives options for payments Great…Gives options for payments Great shopping experience Date of experience: August 08, 2025"
Natalia KozakiewiczGB•3 reviews,4 days ago,0,"high costs if you return items!!!! if you order to UK forget about free returns. I have been asked to pay for 3 dresses I have ordered extra and pay nearly £30 for a return to them... how disappointing that they don't inform before purchasing that you will need to cover the costs of the shipping to them! I will bever order again! DIDDAPOINTING! Date of experience: July 11, 2025"
CWCree WilsonUS•1 review,4 days ago,0,"I love fashion nova jeans!!Date of experience: August 08, 2025"
LILisaUS•1 review,4 days ago,0,"Ease of navigating the appDate of experience: August 08, 2025"
CJCorinne JonesUS•1 review,4 days ago,0,"I love Fashion Nova been shopping with…I love Fashion Nova been shopping with y’all for years and I really like to become a fashion nova ambassador and featured on y’all site and it’s always been a dream and part of my LLCs is modeling and branding for outstanding fashion and businesses!Date of experience: August 08, 2025"
FNFashion NovaCA•1 review,4 days ago,0,"I see you guys are to fast and you give…I see you guys are to fast and you give good quality things Date of experience: August 08, 2025"
SOsamantha oliverUS•1 review,4 days ago,0,"discounts and restocking I love the discounts! But you guys really need to restock all the ed hardy stuff.Date of experience: August 08, 2025"
SSscout smithUS•1 review,4 days ago,0,"Made my purchase and I was was exiting…Made my purchase and I was was exiting the window it added an item i did not want to my order as a ""wait theres a discount/decline this"" with no way to cancel it.Date of experience: August 08, 2025"
JRjocelyn ramseyUS•1 review,4 days ago,0,"Fast and easyFast and easy Date of experience: August 08, 2025"
PMPatricia MunyemweriUS•1 review,4 days ago,0,"I love the quality of their clothes.I love the quality of their clothes. Date of experience: August 08, 2025"
JTJordy Travis.US•1 review,4 days ago,0,"Perfect.The items where just perfectDate of experience: August 08, 2025"
DEDeniseWilliamsUS•2 reviews,4 days ago,0,"I love the selections and quick deliveryI love the selections and quick delivery Date of experience: August 01, 2025"
SASherdaine AndersonUS•1 review,4 days ago,0,"Was completed  to check  out using…Was completed  to check  out using klarmaDate of experience: August 08, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"Easy to make my purchaseEasy to make my purchase Date of experience: August 08, 2025"
SRSkye ReidAU•1 review,4 days ago,0,"Easy to dowload appEasy to dowload app, and easy to shop.Date of experience: August 08, 2025"
DRDiana ReyesUS•1 review,4 days ago,0,"It was perfectIt was perfect Date of experience: August 07, 2025"
MZminiyah zamoreUS•1 review,4 days ago,0,"Sales not big enoughDate of experience: August 08, 2025"
FNFashion NovaCA•1 review,4 days ago,0,"The dresses are so pretty and affordableThe dresses are so pretty and affordable Date of experience: August 08, 2025"
PAPaiton AriUS•1 review,4 days ago,0,"Great experience reviewGreat experience glad it was created Date of experience: August 08, 2025"
EUEkaette UdoGB•2 reviews,4 days ago,0,"EasyEasy, quickDate of experience: August 08, 2025"
TJTalicia JamesJM•1 review,4 days ago,0,"Great experience so farGreat experience so far. Loving everything that I have purchased Date of experience: August 03, 2025"
Eddie LanierUS•7 reviews,4 days ago,0,"I always enjoy shopping on your siteI always enjoy shopping on your site. I always get compliments. It keeps me fashionable at 60+ young. I love the bargains and take advantage because I live on a fixed income. I Love fashion and Fashion Nova keeps me in ""fashion"". Thanks for the great bargains...Date of experience: May 23, 2025"
JRJennifer  RiveraUS•1 review,4 days ago,0,"I love that I able to find clothes made…I love that I able to find clothes made for my body type.Date of experience: July 30, 2025"
Dorothy  QuickUS•3 reviews,4 days ago,0,"I love the quality of the items I…I love the quality of the items I received! The style and especially the price!! Just love this company! And they have lighting fast shipment! With no hassle returns...which was on me...I ordered the wrong size, but no issue with this company! Highly recommended!Date of experience: August 01, 2025"
Fashion NovaUS•1 review,4 days ago,0,"I just hope that if for some reason the…I just hope that if for some reason the pants don't work out I don't have issues returning them. Last time I ordered pants like that I had to eat the cost.Date of experience: August 08, 2024"
TATamoyaJM•2 reviews,4 days ago,0,"Awesome processYou can find an outfit for all occasions and the prices are great and the sales are even better. Check out process is also seamless Date of experience: August 07, 2025"
PTPaola TorresUS•1 review,4 days ago,0,"I love all their clothesI love all their clothes, they always fit very well.Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,4 days ago,0,"ConvenienceEasy checkout Date of experience: August 05, 2025"
NBNB.US•1 review,4 days ago,0,"It was very easy to place my orderIt was very easy to place my order, and there were different ways that I could pay for my order which made it a real convenience for me. Date of experience: July 30, 2025"
BEBeyUS•1 review,4 days ago,0,"Too many out of stockDate of experience: August 05, 2025"
ARAshley RojasUS•1 review,5 days ago,0,"I love you guys you are so original 🖤Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Love shoppingLove shopping! Easy and convenient Date of experience: August 07, 2025"
TRTerrilyn RobinsonUS•1 review,5 days ago,0,"Easy navigationEasy navigation Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Tall-Friendly…I love how my orders be on time as scheduled. I've been shopping with fashion nova for years. I like the quality of the clothes and the variety to choose from. Especially the tall friendly pants for us tall ladies. Thank u Date of experience: August 07, 2025"
VMVirginia MontoyaUS•1 review,5 days ago,0,"Price, quantityI find just want I want and I like!Date of experience: August 07, 2025"
MHmaria hurdleUS•1 review,5 days ago,0,"HorribleHorrible. I have $100 in gift cards I can’t get access to bc your website doesn’t allow it and won’t email them to me. Date of experience: August 07, 2025"
DEDeborahUS•3 reviews,5 days ago,0,"Cute styles Cute styles. Easy to use. Date of experience: August 07, 2025"
JCjennifer contrerasUS•1 review,5 days ago,0,"I love shopping in fashion novaI love shopping in fashion nova Date of experience: August 07, 2025"
SHShirley Hill HallUS•1 review,5 days ago,0,"I like the fact I can take my time and…I like the fact I can take my time and look through all the beautiful fashion you have from 🏠 home.Date of experience: August 07, 2025"
Deidre FavreUS•2 reviews,5 days ago,0,"I purchased some clothes I had to…I purchased some clothes I had to return them and I’m still waiting for my gift card when you go to fashion nova account. It only shows the last four digits of the gift card and it says resend gift card. I have press resend about 10 times trying to get them to resend the gift card so I can make another purchase with the credit they gave me. I’ve been trying to do this now for about a week still waiting for the gift card number. You can’t call anybody and talk to anybody you have to email so I have been emailing over and over and over again. All I want is the gift card info so I can order some more clothes since they don’t give you a refund back on your credit card just send me my gift card. That’s all I want I can’t get anybody to send me the gift card info. This is ridiculous. I have a credit of $138..Date of experience: July 02, 2025"
FEFelishaGP•1 review,5 days ago,0,"I love fashion nove plus size ❤️❤️❤️❤️Date of experience: August 07, 2025"
KMKea McIntoshUS•1 review,5 days ago,0,"Clothes Good alwaysDate of experience: August 07, 2025"
KLkayla lawhornUS•1 review,5 days ago,0,"They did not confirm whether or not I…They did not confirm whether or not I wanted this ""deal"" at the end of confirming my payment. So now I just paid $7 on a shirt I DID NOT WANT. I don't get why you did that. I am going to return it, it is really cruel you did that and because my mouse accidentally clicked it and there was no chance to double back and change it.Date of experience: August 07, 2025"
NYNakkia YoungUS•1 review,5 days ago,0,"GoodGood, on shippingDate of experience: August 07, 2025"
ISIsmael SorianoUS•2 reviews,5 days ago,0,"Very good :) :)Date of experience: August 07, 2025"
TWTyphaniTyph WharryUS•11 reviews,5 days ago,0,"Easy shopping and great pricesDate of experience: August 07, 2025"
DNDavia NapierCA•1 review,5 days ago,0,"Always reliableAlways reliable Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Shipping pricesDate of experience: August 07, 2025"
EHErika H.US•1 review,5 days ago,0,"You have to PAY to return items & wont be issued a refund After returning an order, there is nothing I like about FashionNova. Not only did I have to PAY $4.99 to return each order ($9.98 total), but due to fashionnovas return policy, I wasn’t able to receive a refund for the items I returned. Instead I was issued an E-gift card, which forces me to do business w/fashion nova again… I had NO INTENTIONS on shopping w/them again, now I have no choice. So if you plan on shopping with FashionNova, just know you’ll have to pay to return items, and you will not get your money back. Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"I like to work with u guysI like to work with u guys Date of experience: August 07, 2025"
JBJasmine BradfordUS•1 review,5 days ago,0,"Great deals!Great deals!! I saved so much money from all the sales and discount codes.Date of experience: August 07, 2025"
HWHalie WilkersonUS•1 review,5 days ago,0,"I love fashion nova !!I love fashion nova !!! Fashion gets me right with the perfect styles and all the right things !!Date of experience: August 07, 2025"
JNJasmine nUS•1 review,5 days ago,0,"I love nova dealsDate of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"It was easy to place and order and us…It was easy to place and order and us my gift card for the orderDate of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"It was easy to use and good dealsIt was easy to use and good deals Date of experience: August 07, 2025"
YEYesUS•1 review,5 days ago,0,"So expensive but greatDate of experience: August 07, 2025"
EOEzinne Ogb-AzuikpeGE•1 review,5 days ago,0,"It’s greatIt’s great. But I just wish the size guide included the length. It would make things betterDate of experience: August 07, 2025"
ARAdison RodriguezUS•1 review,5 days ago,0,"Love the clothes so much so many things…Love the clothes so much so many things to seee Date of experience: August 07, 2025"
MEMeeksUS•2 reviews,5 days ago,0,"You can apply couponsIt was simple Date of experience: August 07, 2025"
AUAukeleUS•1 review,5 days ago,0,"The app is user friendlyThe app is user friendly, I love the option to look at similar styles Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Love it so muchLove it so much Date of experience: August 07, 2025"
RORosettaUS•2 reviews,5 days ago,0,"❤️❤️❤️❤️❤️❤️❤️❤️❤️💙💙💙💙💙Date of experience: August 07, 2025"
DWDarby WilliamsUS•1 review,5 days ago,0,"I love the clothes material Helpful and grateful Date of experience: August 07, 2025"
LALaneUS•1 review,5 days ago,0,"NiceLove FN downnnnnDate of experience: August 07, 2025"
MOMocha US•3 reviews,5 days ago,0,"I love all the curvy clothes for us…I love all the curvy clothes for us thicker than a sneaker 😎Date of experience: August 07, 2025"
KPKimika PerkinsUS•1 review,5 days ago,0,"I love you guysI love you guys Date of experience: August 07, 2025"
JRJessica RUS•1 review,5 days ago,0,"In stock/out of stockI ordered an item in stock and they emailed me later after taking my money telling me that the order was out of stock. Although they refunded me my money they didn’t give me the option to cancel the rest of the order which revolved around that item of clothing. Date of experience: August 07, 2025"
ZBZa’Mare BeeneUS•1 review,5 days ago,0,"Amazing app to shop on !!Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Everything I order fits true to sizeEverything I order fits true to size, quality is great and I feel beautiful wearing all items!Date of experience: August 07, 2025"
LVLeonardo VieiraUS•1 review,5 days ago,0,"Great deals and products Great deals and products Love what I bought Date of experience: August 07, 2025"
CHcheekyUS•1 review,5 days ago,0,"energeticgreat serviceDate of experience: August 07, 2025"
KWKhnylah WilliamsUS•1 review,5 days ago,0,"Great process and good dealsGreat process and good deals Date of experience: August 07, 2025"
LALaWonda US•4 reviews,5 days ago,0,"My favorite place to shopMy favorite place to shop. The quality and styles are unmatched.Date of experience: August 07, 2025"
IRIvone ReyesMX•1 review,5 days ago,0,"My favorite store ❤️Date of experience: August 07, 2025"
AVAngela VincentUS•1 review,5 days ago,0,"So many wonderful things to choose from…So many wonderful things to choose from for any occasion and at very good prices.Date of experience: August 07, 2025"
ELEloiseUS•6 reviews,5 days ago,0,"Great products and pricesDate of experience: August 07, 2025"
SDSummer DixonUS•1 review,5 days ago,0,"Great productsGreat products, sizes, etc Date of experience: August 07, 2025"
KHKay HammondUS•1 review,5 days ago,0,"Yall charge for returns Love the clothes but the return policy sucks Date of experience: August 07, 2025"
JDJayla DeitzUS•1 review,5 days ago,0,"i just love it !Date of experience: August 07, 2025"
SRsabrina ransomUS•1 review,5 days ago,0,"10/10 highly recommended10/10 highly recommended Date of experience: August 07, 2025"
ELEula Lezdania Watler RodriguezUS•1 review,5 days ago,0,"Fashion nova is very good to shopIs very quick to purchase and easy.Date of experience: August 07, 2025"
KCKristen CongerUS•1 review,5 days ago,0,"I simply love you'll.Date of experience: August 07, 2025"
NENeiceyUS•2 reviews,5 days ago,0,"Love the fit and style of your clothing.Love the fit and style of your clothing.  Date of experience: August 07, 2025"
JWJohn WhiteUS•1 review,5 days ago,0,"great!!!!!Date of experience: August 07, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Ed hardy Good priceGood price for real Ed Hardy, good selection lots of cool itemsDate of experience: August 07, 2025"
CTCynthia TarpleyUS•1 review,5 days ago,0,"I never received my 30 percent offI never received my 30 percent off Date of experience: August 07, 2025"
SLShannon LoupeUS•1 review,5 days ago,0,"The website was easy to maneuverThe website was easy to maneuver. I could search for what I wanted, easily add to cart and checkout was quick. I love the fashions and the prices also. Date of experience: August 07, 2025"
MHmariana harbUS•1 review,5 days ago,0,"I never got my orderI never got my order Date of experience: August 07, 2025"
AWAdrienney WilkinsUS•1 review,5 days ago,0,"Thrilled I’m always happy with my purchases 💯Date of experience: August 07, 2025"
DWDentale WhiteUS•1 review,5 days ago,0,"I love fashion nova!I love fashion nova! Date of experience: August 07, 2025"
SYsyUS•1 review,5 days ago,0,"laggy laggyDate of experience: August 07, 2025"
HAHinda AhmedSE•1 review,5 days ago,0,"Everything went so fastDate of experience: August 07, 2025"
DSDeja StewartUS•1 review,5 days ago,0,"That shopping for clothes is very exciting through fashion nova.The company is doing good with great shipping and handling and correctly handling of packages!Date of experience: August 07, 2025"
AFAl-Nisa FloodUS•1 review,5 days ago,0,"It was quick and easyDate of experience: August 07, 2025"
AHAudrey HouseUS•1 review,5 days ago,0,"I was told free shipping and still…I was told free shipping and still charged Date of experience: August 07, 2025"
TOToniUS•1 review,5 days ago,0,"Great AppFN is always easy to use and navigate to find what I’m looking for.Date of experience: August 07, 2025"
AMAminaUS•1 review,5 days ago,0,"Always on time and true to pictureAlways on time and true to picture Date of experience: August 07, 2025"
SLSuleyma LandaverdeUS•1 review,5 days ago,0,"Hey it got very nice clothes and pricesHey it got very nice clothes and prices Date of experience: August 07, 2025"
KBKamyia BealUS•1 review,5 days ago,0,"Pls add pic reviewPls add pic review Date of experience: August 07, 2025"
OJOsricka JonesUS•1 review,5 days ago,0,"I love this siteI love this site! It’s always easy to use and has the greatest sales!!Date of experience: August 07, 2025"
DEDedeUS•1 review,5 days ago,0,"Fashion nova never fails me!!! Amazing discounts through our entire siteDate of experience: August 07, 2025"
JFJunior FernandezUS•1 review,5 days ago,0,"I like everything All the processes and the facilities to get outfits Date of experience: August 07, 2025"
MRMaka RockUS•2 reviews,5 days ago,0,"Great app and clothes for good quality!Date of experience: August 07, 2025"
JAJ. AdrienUS•1 review,5 days ago,0,"Just an all around EASY experience Easy exploration. Easy search. Easy check out! Finding everything that I needed was a plus! Date of experience: August 07, 2025"
YTyasmine thomasUS•1 review,5 days ago,0,"I love it alreadyI love it already Date of experience: August 07, 2025"
JLJasmine LowberUS•1 review,5 days ago,0,"Great experienceGreat experience Date of experience: August 07, 2025"
JDJennifer De LeonUS•1 review,5 days ago,0,"Customer Satisfaction guaranteed I had a return because of a sizing issue but was really impressed with how quick the turn around time was for me to receive my store credit. For the most part, I'm pretty happy with most purchases. The price is always right and they regularly have good sale promotions on the site too! Date of experience: August 03, 2025"
ACAryn CarterUS•1 review,5 days ago,0,"Ur order come very fastVery easy going and never a problemDate of experience: August 01, 2025"
AYAyub YusufUS•1 review,5 days ago,0,"When I order always I get my order late…When I order always I get my order late I don’t like this!Date of experience: August 07, 2025"
YMYvonne MckenzieUS•1 review,5 days ago,0,"I always find great clothesI always find great clothes. Everybody should know about this. Date of experience: August 07, 2025"
Chelsea AAUS•2 reviews,5 days ago,0,"GreatSecond time purchasing from FN this month. Love the fast shipping and the quality of the shoes i purchased last timeDate of experience: August 06, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"I was able to get a good discountI was able to get a good discount Date of experience: August 06, 2025"
VRVeda RamasarUS•1 review,5 days ago,0,"Cute The website is always so easy to navigate. Very organized. I always find my size and the quality is wonderful. Date of experience: August 07, 2025"
SHStephanie HernandezUS•1 review,5 days ago,0,"Great selectionGreat selection, quality products and quick shippingDate of experience: August 04, 2025"
JPjasmyn porterUS•1 review,5 days ago,0,"Great experience Everything Date of experience: August 07, 2025"
TBTamura BulluckUS•1 review,5 days ago,0,"I just love shopping from your websiteI just love shopping from your website, I can always find items that's my style for my age. I will always shop with fashion nova. Date of experience: August 06, 2025"
FPFrancisco PerezEC•1 review,5 days ago,0,"Excellent website and luxury clothing…Excellent website and luxury clothing at a good price and quality!Date of experience: August 05, 2025"
JCJASMINE CUS•2 reviews,5 days ago,0,"Keep the sales coming!Date of experience: August 06, 2025"
JHJaliyah HamptonUS•1 review,5 days ago,0,"Second time spending more the $100 on hereI've just discovered fashion nova, I'm tired of shein having to pay a bunch for cheap looking stuff and then it takes forever to get here. Fashion Nova is better with time and paying for what you get. It's a bit on the higher side of prices but it's worth the quality.Date of experience: August 05, 2025"
OKOkayUS•1 review,5 days ago,0,"I always get charged extra for shipping…I always get charged extra for shipping when advertising is free one day shipping. Never get a refund and even when my bags come ripped my items do not get replaced that are missing. Date of experience: July 23, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Love it!!!!Date of experience: November 03, 2024"
MJMr JonesUS•2 reviews,5 days ago,0,"Really fast and perfect selection on…Really fast and perfect selection on update fashion 👌🏾Date of experience: August 06, 2025"
INIrene NkansahGH•1 review,5 days ago,0,"I’ve been trying to order these items…I’ve been trying to order these items about six times since Monday but it keeps being cancelled each time after confirmation. I’ve tried with different payment cards too but still isn’t going through . Shipping and billing address matches but still won’t go through . It’s been so frustrating! Wish I knew exactly what the problem was . Date of experience: August 07, 2025"
MRMariaha ReynoldsUS•1 review,5 days ago,0,"It was easy It was easy to use thanks boo Date of experience: August 06, 2025"
DTDJ TMACUS•1 review,5 days ago,0,"Easy to navigate website easy checkout😁Date of experience: August 06, 2025"
OCOctavia CrawfordUS•2 reviews,5 days ago,0,"Love fashion nova!!Love fashion nova! I never have issues with my orders.Date of experience: August 01, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Love the timesLove the times Date of experience: August 06, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Good choices and fast checkoutGood choices and fast checkout Date of experience: August 04, 2025"
EHEricka HUS•1 review,5 days ago,0,"I love love the clothing selections!Date of experience: August 06, 2025"
JPjaxon petraliaUS•1 review,5 days ago,0,"i love this appDate of experience: August 01, 2025"
FNFashion NovaUS•1 review,5 days ago,0,"Great experience !Date of experience: August 06, 2025"
TOTatiana Oquendo muneraUS•1 review,6 days ago,0,"Very good cualityVery good cuality Date of experience: August 06, 2025"
ASAj SimpsonUS•1 review,6 days ago,0,"The app is very slow at timesThe app is very slow at times Date of experience: August 06, 2025"
NGNikendra GreenUS•1 review,6 days ago,0,"I love it!!!I love it!!! Date of experience: August 06, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"But I haven’t got experienceBut I haven’t got experience, but you don’t give me the coupon. Yes, you need you need to give me.😂Date of experience: August 06, 2025"
EEEeAZ•1 review,6 days ago,0,"Very nice ,good quality and nice workVery nice ,good quality and nice work Date of experience: August 06, 2025"
AMAudrey MitchellCA•1 review,6 days ago,0,"I don't get my stuff on time..I don't get my stuff on time..You guys owe me money for a delivery tat was nerver recieved.I paid $40 for a fast service at a set time and got it days later.Date of experience: August 06, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"Fashion nova is pretty spot on most of…thatFashion nova is pretty spot on most of the timeDate of experience: August 06, 2025"
DBDajshia BrownUS•1 review,6 days ago,0,"I’ve ordered next day shipping a few…I’ve ordered next day shipping a few times and they didn’t send it Date of experience: August 06, 2025"
EJElyse JordanUS•1 review,6 days ago,0,"love love love the clothesDate of experience: August 06, 2025"
JWJulius WhitmanUS•1 review,6 days ago,0,"I don't like the fact that you can't…I don't like the fact that you can't immediately cancel your order if you made a mistake. Also, I don't like the fact that you have to pay for return shipping.Date of experience: August 06, 2025"
TMTarena McCallUS•1 review,6 days ago,0,"This website is fireLove the clothes always look like pictures quality is good and easy to orderDate of experience: August 06, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"My order was cancelled I don't know whyMy order was cancelled I don't know why Date of experience: August 06, 2025"
MAMarthaUS•2 reviews,6 days ago,0,"I love these jeansI love these jeans Date of experience: August 06, 2025"
DSDia SinghUS•3 reviews,6 days ago,0,"love shopping herei always find something i want here!!Date of experience: August 06, 2025"
AMAngel MUS•1 review,6 days ago,0,"Very quick and easyVery quick and easy Date of experience: August 06, 2025"
NENeutraUS•1 review,6 days ago,0,"Good i like clothingGood i like clothing Date of experience: August 06, 2025"
FNFashion NovaUS•1 review,6 days ago,0,"When trying to use Klarna or afterpay…When trying to use Klarna or afterpay this website intentionally doesn’t run properly Date of experience: August 06, 2025"
Trish TUS•1 review,6 days ago,0,"GreatGreat site and selectionsDate of experience: August 06, 2025"
MCMirabel ChukwuUS•1 review,6 days ago,0,"Every thing was easy for me and I love…Every thing was easy for me and I love shopping fromFashionovaDate of experience: August 06, 2025"
PMPhylicia  MUS•1 review,6 days ago,0,"I regularly shop at Fashion Nova andI regularly shop at Fashion Nova and it’s always a pleasant experience. Even when it comes to returns, the process is seamlessDate of experience: August 06, 2025"
